InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540013,22667,RECIPE BOX RETROSPOT ,5,1/4/2011 11:30,2.95,16255,United Kingdom
540013,21034,REX CASH+CARRY JUMBO SHOPPER,1,1/4/2011 11:30,0.95,16255,United Kingdom
540013,22776,SWEETHEART CAKESTAND 3 TIER,1,1/4/2011 11:30,9.95,16255,United Kingdom
540013,79321,CHILLI LIGHTS,5,1/4/2011 11:30,4.95,16255,United Kingdom
540013,85064,CREAM SWEETHEART LETTER RACK,2,1/4/2011 11:30,5.45,16255,United Kingdom
540013,85066,CREAM SWEETHEART MINI CHEST,1,1/4/2011 11:30,12.75,16255,United Kingdom
540013,22197,SMALL POPCORN HOLDER,19,1/4/2011 11:30,0.85,16255,United Kingdom
540013,22862,LOVE HEART NAPKIN BOX ,2,1/4/2011 11:30,4.25,16255,United Kingdom
540013,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,1/4/2011 11:30,1.49,16255,United Kingdom
540013,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5,1/4/2011 11:30,2.95,16255,United Kingdom
540013,22763,KEY CABINET MA CAMPAGNE,1,1/4/2011 11:30,9.95,16255,United Kingdom
540013,22507,MEMO BOARD RETROSPOT  DESIGN,2,1/4/2011 11:30,4.95,16255,United Kingdom
540013,22505,MEMO BOARD COTTAGE DESIGN,2,1/4/2011 11:30,4.95,16255,United Kingdom
540013,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,1/4/2011 11:30,6.75,16255,United Kingdom
540013,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,1/4/2011 11:30,8.5,16255,United Kingdom
540013,21901,"KEY FOB , BACK DOOR ",2,1/4/2011 11:30,0.65,16255,United Kingdom
540013,21900,"KEY FOB , SHED",5,1/4/2011 11:30,0.65,16255,United Kingdom
540013,21899,"KEY FOB , GARAGE DESIGN",6,1/4/2011 11:30,0.65,16255,United Kingdom
540013,84378,SET OF 3 HEART COOKIE CUTTERS,2,1/4/2011 11:30,1.25,16255,United Kingdom
540013,22556,PLASTERS IN TIN CIRCUS PARADE ,2,1/4/2011 11:30,1.65,16255,United Kingdom
540013,22555,PLASTERS IN TIN STRONGMAN,2,1/4/2011 11:30,1.65,16255,United Kingdom
540013,84991,60 TEATIME FAIRY CAKE CASES,4,1/4/2011 11:30,0.55,16255,United Kingdom
540013,22417,PACK OF 60 SPACEBOY CAKE CASES,4,1/4/2011 11:30,0.55,16255,United Kingdom
540013,22795,SWEETHEART RECIPE BOOK STAND,1,1/4/2011 11:30,6.75,16255,United Kingdom
540014,21654,RIDGED GLASS FINGER BOWL,1,1/4/2011 11:34,1.45,14606,United Kingdom
540014,84499,BLACK FLOWER CANDLE PLATE,6,1/4/2011 11:34,0.85,14606,United Kingdom
540014,21661,VINTAGE GLASS TEA CADDY,1,1/4/2011 11:34,5.95,14606,United Kingdom
540014,21703,BAG 125g SWIRLY MARBLES,3,1/4/2011 11:34,0.42,14606,United Kingdom
540014,22274,FELTCRAFT DOLL EMILY,1,1/4/2011 11:34,2.95,14606,United Kingdom
540014,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,1/4/2011 11:34,0.85,14606,United Kingdom
540014,85176,SEWING SUSAN 21 NEEDLE SET,1,1/4/2011 11:34,0.85,14606,United Kingdom
540014,21564,PINK  HEART SHAPE LOVE BUCKET ,1,1/4/2011 11:34,2.95,14606,United Kingdom
540014,85049B,LUSH GREENS RIBBONS,1,1/4/2011 11:34,1.25,14606,United Kingdom
540014,85194L,HANGING SPRING FLOWER EGG LARGE,1,1/4/2011 11:34,0.85,14606,United Kingdom
540014,85194L,HANGING SPRING FLOWER EGG LARGE,1,1/4/2011 11:34,0.85,14606,United Kingdom
540014,22153,ANGEL DECORATION STARS ON DRESS,1,1/4/2011 11:34,0.42,14606,United Kingdom
540014,21947,SET OF 6 HEART CHOPSTICKS,2,1/4/2011 11:34,1.25,14606,United Kingdom
540014,22261,FELT EGG COSY WHITE RABBIT ,2,1/4/2011 11:34,0.85,14606,United Kingdom
540014,22262,FELT EGG COSY CHICKEN,6,1/4/2011 11:34,0.85,14606,United Kingdom
540014,84849B,FAIRY SOAP SOAP HOLDER,2,1/4/2011 11:34,1.69,14606,United Kingdom
540014,22494,EMERGENCY FIRST AID TIN ,2,1/4/2011 11:34,1.25,14606,United Kingdom
540014,15056BL,EDWARDIAN PARASOL BLACK,3,1/4/2011 11:34,5.95,14606,United Kingdom
540014,21524,DOORMAT SPOTTY HOME SWEET HOME,1,1/4/2011 11:34,7.95,14606,United Kingdom
540014,48173C,DOORMAT BLACK FLOCK ,1,1/4/2011 11:34,7.95,14606,United Kingdom
540014,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,1/4/2011 11:34,7.95,14606,United Kingdom
540014,22241,GARLAND WOODEN HAPPY EASTER,12,1/4/2011 11:34,1.25,14606,United Kingdom
540014,22608,PENS ASSORTED FUNKY JEWELED ,36,1/4/2011 11:34,0.21,14606,United Kingdom
540014,22540,MINI JIGSAW CIRCUS PARADE ,4,1/4/2011 11:34,0.42,14606,United Kingdom
540014,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,1/4/2011 11:34,0.85,14606,United Kingdom
540014,22499,WOODEN UNION JACK BUNTING,1,1/4/2011 11:34,5.95,14606,United Kingdom
540014,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,1/4/2011 11:34,1.25,14606,United Kingdom
540014,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,1/4/2011 11:34,1.25,14606,United Kingdom
540014,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,1/4/2011 11:34,1.25,14606,United Kingdom
540014,22179,SET 10 LIGHTS NIGHT OWL,1,1/4/2011 11:34,6.75,14606,United Kingdom
540014,21889,WOODEN BOX OF DOMINOES,1,1/4/2011 11:34,1.25,14606,United Kingdom
540014,21628,TRIANGULAR POUFFE VINTAGE ,1,1/4/2011 11:34,14.95,14606,United Kingdom
540014,21627,ELEPHANT CARNIVAL POUFFE,1,1/4/2011 11:34,14.95,14606,United Kingdom
540014,21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,1/4/2011 11:34,8.95,14606,United Kingdom
540014,22381,TOY TIDY PINK POLKADOT,3,1/4/2011 11:34,2.1,14606,United Kingdom
540014,22379,RECYCLING BAG RETROSPOT ,2,1/4/2011 11:34,2.1,14606,United Kingdom
540014,21657,MILK BOTTLE WITH GLASS STOPPER ,1,1/4/2011 11:34,6.95,14606,United Kingdom
540014,20772,GARDEN PATH JOURNAL,1,1/4/2011 11:34,2.55,14606,United Kingdom
540014,20996,JAZZ HEARTS ADDRESS BOOK,9,1/4/2011 11:34,0.42,14606,United Kingdom
540014,22385,JUMBO BAG SPACEBOY DESIGN,2,1/4/2011 11:34,1.95,14606,United Kingdom
540014,22380,TOY TIDY SPACEBOY  ,1,1/4/2011 11:34,2.1,14606,United Kingdom
540014,22276,WASH BAG VINTAGE ROSE PAISLEY,1,1/4/2011 11:34,2.55,14606,United Kingdom
540014,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,1/4/2011 11:34,7.95,14606,United Kingdom
540014,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/4/2011 11:34,2.95,14606,United Kingdom
540014,21781,MA CAMPAGNE CUTLERY BOX,1,1/4/2011 11:34,14.95,14606,United Kingdom
540014,22426,ENAMEL WASH BOWL CREAM,1,1/4/2011 11:34,3.75,14606,United Kingdom
540014,21470,FLOWER VINE RAFFIA FOOD COVER,1,1/4/2011 11:34,3.75,14606,United Kingdom
540014,22483,RED GINGHAM TEDDY BEAR ,1,1/4/2011 11:34,2.95,14606,United Kingdom
540014,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,1/4/2011 11:34,16.95,14606,United Kingdom
540014,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,1/4/2011 11:34,3.75,14606,United Kingdom
540014,22423,REGENCY CAKESTAND 3 TIER,1,1/4/2011 11:34,12.75,14606,United Kingdom
540014,85034A,3 GARDENIA MORRIS BOXED CANDLES,1,1/4/2011 11:34,4.25,14606,United Kingdom
540014,85114C,RED ENCHANTED FOREST PLACEMAT,4,1/4/2011 11:34,1.65,14606,United Kingdom
540014,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,1/4/2011 11:34,1.45,14606,United Kingdom
540014,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,1/4/2011 11:34,2.95,14606,United Kingdom
540014,22480,RED TEA TOWEL CLASSIC DESIGN,4,1/4/2011 11:34,1.25,14606,United Kingdom
540014,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,1/4/2011 11:34,2.95,14606,United Kingdom
540014,22476,EMPIRE UNION JACK TV DINNER TRAY,6,1/4/2011 11:34,4.95,14606,United Kingdom
540015,22985,"WRAP, BILLBOARD FONTS DESIGN",25,1/4/2011 11:40,0.42,13319,United Kingdom
540015,22704,WRAP RED APPLES ,25,1/4/2011 11:40,0.42,13319,United Kingdom
540015,22711,WRAP CIRCUS PARADE,25,1/4/2011 11:40,0.42,13319,United Kingdom
540015,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,1/4/2011 11:40,4.95,13319,United Kingdom
540015,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,1/4/2011 11:40,3.95,13319,United Kingdom
540015,22930,BAKING MOULD HEART MILK CHOCOLATE,6,1/4/2011 11:40,2.55,13319,United Kingdom
540015,22960,JAM MAKING SET WITH JARS,6,1/4/2011 11:40,4.25,13319,United Kingdom
540015,22961,JAM MAKING SET PRINTED,12,1/4/2011 11:40,1.45,13319,United Kingdom
540015,22969,HOMEMADE JAM SCENTED CANDLES,24,1/4/2011 11:40,1.45,13319,United Kingdom
540015,21212,PACK OF 72 RETROSPOT CAKE CASES,24,1/4/2011 11:40,0.55,13319,United Kingdom
540015,21481,FAWN BLUE HOT WATER BOTTLE,6,1/4/2011 11:40,2.95,13319,United Kingdom
540015,21877,HOME SWEET HOME MUG,12,1/4/2011 11:40,1.25,13319,United Kingdom
540015,21871,SAVE THE PLANET MUG,12,1/4/2011 11:40,1.25,13319,United Kingdom
540015,22271,FELTCRAFT DOLL ROSIE,6,1/4/2011 11:40,2.95,13319,United Kingdom
540015,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1/4/2011 11:40,1.25,13319,United Kingdom
540015,22726,ALARM CLOCK BAKELIKE GREEN,4,1/4/2011 11:40,3.75,13319,United Kingdom
540015,22727,ALARM CLOCK BAKELIKE RED ,4,1/4/2011 11:40,3.75,13319,United Kingdom
540015,79321,CHILLI LIGHTS,4,1/4/2011 11:40,4.95,13319,United Kingdom
540015,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,1/4/2011 11:40,2.1,13319,United Kingdom
540015,20725,LUNCH BAG RED RETROSPOT,10,1/4/2011 11:40,1.65,13319,United Kingdom
540015,20726,LUNCH BAG WOODLAND,10,1/4/2011 11:40,1.65,13319,United Kingdom
540015,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,1/4/2011 11:40,7.95,13319,United Kingdom
540015,21539,RED RETROSPOT BUTTER DISH,3,1/4/2011 11:40,4.95,13319,United Kingdom
540015,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,1/4/2011 11:40,3.75,13319,United Kingdom
540015,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1/4/2011 11:40,1.69,13319,United Kingdom
540015,22914,BLUE COAT RACK PARIS FASHION,3,1/4/2011 11:40,4.95,13319,United Kingdom
540015,22913,RED COAT RACK PARIS FASHION,3,1/4/2011 11:40,4.95,13319,United Kingdom
540015,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,1/4/2011 11:40,2.95,13319,United Kingdom
540016,22862,LOVE HEART NAPKIN BOX ,8,1/4/2011 11:42,4.25,16282,United Kingdom
540016,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,1/4/2011 11:42,7.95,16282,United Kingdom
540016,21533,RETROSPOT LARGE MILK JUG,1,1/4/2011 11:42,4.95,16282,United Kingdom
540016,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,1/4/2011 11:42,2.95,16282,United Kingdom
540016,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,1/4/2011 11:42,0.85,16282,United Kingdom
540016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,1/4/2011 11:42,2.95,16282,United Kingdom
540016,21844,RED RETROSPOT MUG,6,1/4/2011 11:42,2.95,16282,United Kingdom
540016,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,1/4/2011 11:42,0.85,16282,United Kingdom
540016,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,1/4/2011 11:42,0.85,16282,United Kingdom
540016,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,1/4/2011 11:42,0.65,16282,United Kingdom
540016,22792,FLUTED ANTIQUE CANDLE HOLDER,12,1/4/2011 11:42,0.85,16282,United Kingdom
540017,22222,CAKE PLATE LOVEBIRD WHITE,12,1/4/2011 11:48,1.95,13963,United Kingdom
540017,22342,HOME GARLAND PAINTED ZINC ,24,1/4/2011 11:48,0.85,13963,United Kingdom
540017,22343,PARTY PIZZA DISH RED RETROSPOT,24,1/4/2011 11:48,0.21,13963,United Kingdom
540017,22473,TV DINNER TRAY VINTAGE PAISLEY,8,1/4/2011 11:48,1.95,13963,United Kingdom
540017,22511,RETROSPOT BABUSHKA DOORSTOP,8,1/4/2011 11:48,1.25,13963,United Kingdom
540017,22834,HAND WARMER BABUSHKA DESIGN,24,1/4/2011 11:48,0.85,13963,United Kingdom
540017,35646,VINTAGE BEAD PINK EVENING BAG,24,1/4/2011 11:48,1.25,13963,United Kingdom
540017,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,1/4/2011 11:48,1.25,13963,United Kingdom
540017,85212,MINI PAINTED GARDEN DECORATION ,72,1/4/2011 11:48,0.21,13963,United Kingdom
540017,48187,DOORMAT NEW ENGLAND,2,1/4/2011 11:48,7.95,13963,United Kingdom
540017,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,1/4/2011 11:48,0.42,13963,United Kingdom
540017,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",20,1/4/2011 11:48,0.42,13963,United Kingdom
540017,20702,PINK PADDED MOBILE,3,1/4/2011 11:48,4.25,13963,United Kingdom
540018,90112,,2,1/4/2011 12:07,0,,United Kingdom
540019,84992,72 SWEETHEART FAIRY CAKE CASES,24,1/4/2011 12:18,0.55,12957,United Kingdom
540019,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,1/4/2011 12:18,0.55,12957,United Kingdom
540019,22302,COFFEE MUG PEARS  DESIGN,6,1/4/2011 12:18,2.55,12957,United Kingdom
540019,22303,COFFEE MUG APPLES DESIGN,6,1/4/2011 12:18,2.55,12957,United Kingdom
540019,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,1/4/2011 12:18,0.29,12957,United Kingdom
540019,85049C,ROMANTIC PINKS RIBBONS ,12,1/4/2011 12:18,1.25,12957,United Kingdom
540019,22427,ENAMEL FLOWER JUG CREAM,3,1/4/2011 12:18,5.95,12957,United Kingdom
540019,22487,WHITE WOOD GARDEN PLANT LADDER,1,1/4/2011 12:18,9.95,12957,United Kingdom
540019,21868,POTTING SHED TEA MUG,12,1/4/2011 12:18,1.25,12957,United Kingdom
540019,22822,CREAM WALL PLANTER HEART SHAPED,2,1/4/2011 12:18,5.95,12957,United Kingdom
540019,84949,SILVER HANGING T-LIGHT HOLDER,6,1/4/2011 12:18,1.65,12957,United Kingdom
540019,21407,BROWN CHECK CAT DOORSTOP ,3,1/4/2011 12:18,4.25,12957,United Kingdom
540019,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,1/4/2011 12:18,1.45,12957,United Kingdom
540019,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,1/4/2011 12:18,0.85,12957,United Kingdom
540019,22315,200 RED + WHITE BENDY STRAWS,12,1/4/2011 12:18,1.25,12957,United Kingdom
540019,22507,MEMO BOARD RETROSPOT  DESIGN,4,1/4/2011 12:18,4.95,12957,United Kingdom
540019,21217,RED RETROSPOT ROUND CAKE TINS,1,1/4/2011 12:18,9.95,12957,United Kingdom
540019,22180,RETROSPOT LAMP,2,1/4/2011 12:18,9.95,12957,United Kingdom
540019,47566B,TEA TIME PARTY BUNTING,5,1/4/2011 12:18,4.65,12957,United Kingdom
540019,22489,PACK OF 12 TRADITIONAL CRAYONS,24,1/4/2011 12:18,0.42,12957,United Kingdom
540019,22904,CALENDAR PAPER CUT DESIGN,6,1/4/2011 12:18,2.95,12957,United Kingdom
540019,22610,PENS ASSORTED FUNNY FACE,36,1/4/2011 12:18,0.21,12957,United Kingdom
540019,21705,BAG 500g SWIRLY MARBLES,12,1/4/2011 12:18,1.65,12957,United Kingdom
540019,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,1/4/2011 12:18,0.42,12957,United Kingdom
540019,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/4/2011 12:18,4.95,12957,United Kingdom
540019,21912,VINTAGE SNAKES & LADDERS,4,1/4/2011 12:18,3.75,12957,United Kingdom
540019,21899,"KEY FOB , GARAGE DESIGN",24,1/4/2011 12:18,0.65,12957,United Kingdom
540019,21900,"KEY FOB , SHED",24,1/4/2011 12:18,0.65,12957,United Kingdom
540019,21901,"KEY FOB , BACK DOOR ",24,1/4/2011 12:18,0.65,12957,United Kingdom
540020,21621,VINTAGE UNION JACK BUNTING,4,1/4/2011 12:45,8.5,14462,United Kingdom
540020,22469,HEART OF WICKER SMALL,24,1/4/2011 12:45,1.65,14462,United Kingdom
540020,21755,LOVE BUILDING BLOCK WORD,6,1/4/2011 12:45,5.95,14462,United Kingdom
540021,20668,DISCO BALL CHRISTMAS DECORATION,24,1/4/2011 12:51,0.12,17841,United Kingdom
